115.0,2.0,1.151838340,0.0
71.0,82.0,1.151839877,0.0
172.0,145.0,1.151840003,0.0
133.0,104.0,1.151840051,0.0
87.0,126.0,1.151841292,0.0
67.0,80.0,1.151843320,1.0
87.0,66.0,1.151843696,1.0
120.0,128.0,1.151843707,0.0
170.0,143.0,1.151843718,0.0
80.0,144.0,1.151843889,0.0
80.0,69.0,1.151844915,1.0
97.0,51.0,1.151845666,0.0
79.0,68.0,1.151846394,1.0
123.0,117.0,1.151847784,0.0
110.0,7.0,1.151848331,0.0
130.0,171.0,1.151848350,0.0
86.0,53.0,1.151850344,0.0
96.0,170.0,1.151850651,1.0
137.0,126.0,1.151851410,1.0
87.0,71.0,1.151853150,0.0
96.0,54.0,1.151854222,1.0
98.0,136.0,1.151856202,1.0
95.0,99.0,1.151857363,1.0
161.0,120.0,1.151857534,0.0
84.0,52.0,1.151857810,0.0
90.0,87.0,1.151859455,0.0
145.0,116.0,1.151859731,1.0
67.0,82.0,1.151859975,1.0
93.0,25.0,1.151861063,0.0
81.0,151.0,1.151861499,0.0
110.0,86.0,1.151863678,1.0
78.0,66.0,1.151866663,1.0
137.0,95.0,1.151868494,0.0
121.0,121.0,1.151868672,0.0
146.0,7.0,1.151869119,0.0
97.0,52.0,1.151870908,0.0
92.0,23.0,1.151873264,0.0
127.0,133.0,1.151873435,0.0
86.0,121.0,1.151874931,1.0
140.0,123.0,1.151874958,1.0
137.0,100.0,1.151875693,0.0
131.0,134.0,1.151876134,0.0
81.0,51.0,1.151878375,1.0
75.0,171.0,1.151879431,0.0
98.0,165.0,1.151879530,1.0
58.0,177.0,1.151881297,1.0
98.0,164.0,1.151881469,1.0
122.0,120.0,1.151881806,0.0
96.0,7.0,1.151882997,0.0
87.0,61.0,1.151883071,1.0
87.0,67.0,1.151883271,1.0
129.0,175.0,1.151884006,0.0
127.0,131.0,1.151885374,0.0
65.0,11.0,1.151887953,0.0
138.0,125.0,1.151888520,1.0
92.0,94.0,1.151888552,1.0
96.0,174.0,1.151888844,1.0
72.0,173.0,1.151888930,1.0
139.0,122.0,1.151891172,1.0
153.0,111.0,1.151891583,1.0
94.0,84.0,1.151892549,1.0
75.0,176.0,1.151894989,0.0
86.0,137.0,1.151895555,0.0
98.0,162.0,1.151896644,1.0
120.0,126.0,1.151896647,0.0
95.0,103.0,1.151896931,1.0
100.0,154.0,1.151896965,1.0
95.0,58.0,1.151897990,1.0
97.0,58.0,1.151899124,0.0
162.0,116.0,1.151904791,0.0
97.0,167.0,1.151904965,1.0
81.0,157.0,1.151905503,1.0
86.0,138.0,1.151906083,0.0
97.0,117.0,1.151906694,1.0
58.0,178.0,1.151908197,1.0
98.0,87.0,1.151908454,1.0
92.0,92.0,1.151908777,1.0
120.0,125.0,1.151909568,0.0
128.0,112.0,1.151909654,0.0
73.0,174.0,1.151909864,1.0
81.0,72.0,1.151910085,1.0
138.0,90.0,1.151910423,0.0
144.0,118.0,1.151910536,1.0
138.0,89.0,1.151910568,0.0
98.0,125.0,1.151911777,1.0
130.0,174.0,1.151912252,0.0
94.0,88.0,1.151912292,1.0
127.0,132.0,1.151913603,0.0
95.0,173.0,1.151913948,1.0
78.0,146.0,1.151914445,1.0
150.0,3.0,1.151915643,0.0
96.0,37.0,1.151915783,0.0
94.0,86.0,1.151917105,1.0
98.0,134.0,1.151919429,1.0
69.0,85.0,1.151919556,1.0
96.0,34.0,1.151919838,0.0
98.0,126.0,1.151921088,1.0
161.0,117.0,1.151922212,0.0
93.0,29.0,1.151923243,1.0
136.0,128.0,1.151923943,1.0
99.0,137.0,1.151924565,1.0
97.0,43.0,1.151924930,0.0
91.0,91.0,1.151926057,1.0
98.0,139.0,1.151927227,1.0
135.0,104.0,1.151927309,0.0
137.0,94.0,1.151927366,0.0
121.0,128.0,1.151927382,0.0
69.0,79.0,1.151928534,0.0
127.0,6.0,1.151929653,1.0
131.0,165.0,1.151930160,0.0
137.0,98.0,1.151930871,0.0
69.0,83.0,1.151931813,1.0
94.0,67.0,1.151932269,0.0
64.0,9.0,1.151933406,0.0
96.0,109.0,1.151937296,1.0
82.0,155.0,1.151938484,0.0
82.0,115.0,1.151941763,1.0
137.0,96.0,1.151942093,0.0
131.0,166.0,1.151942598,0.0
83.0,7.0,1.151944110,0.0
91.0,22.0,1.151945508,0.0
129.0,178.0,1.151946805,0.0
148.0,130.0,1.151947399,0.0
81.0,95.0,1.151951878,0.0
131.0,106.0,1.151952392,0.0
137.0,101.0,1.151954771,0.0
93.0,27.0,1.151954882,0.0
160.0,121.0,1.151955381,0.0
78.0,145.0,1.151956139,1.0
67.0,81.0,1.151956472,1.0
93.0,26.0,1.151957477,0.0
136.0,155.0,1.151957991,0.0
97.0,53.0,1.151958254,0.0
166.0,135.0,1.151958864,0.0
